Date,Year,Type,Country,Area,Location,Activity,Sex ,Injury,Fatal (Y/N),Species ,Age_clean
1960-02-19,1960.0,Unprovoked,PAPUA NEW GUINEA,Central Province,"Tupuselei Village, about 40 miles east of Port Moresby",Spearfishing,M,"FATAL, legs bitten",Y,"TIGER SHARK, 3.4 M [11'] CAPTURED",26.0
1960-01-30,1960.0,Unprovoked,PAPUA NEW GUINEA,Madang (WO),"Off Taludig Village, at mouth of the Murnass River",Surfing,M,"Lower left leg bitten, surgically amputated",N,3.5 M [11'6] SHARK CAPTURED,28.0
1960-01-21,1960.0,Watercraft,AUSTRALIA,South Australia,Millicent,Surfing,M,"No injury to occupants, shark lifted boat",N,BLUE POINTER,28.0
1959-09-02,1959.0,Invalid,USA,New York,"Oak Beach, Fire Inlet",On inflatable raft,M,No injury,UNKNOWN,QUESTIONABLE INCIDENT,28.0
1959-04-09,1959.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,Fishing,M,2 toes bitten off,N,UNKNOW,28.0
1959-03-01,1959.0,Watercraft,USA,Florida,Miami,"On boat, preparing to dive",M,Boat followed shark; shark holed boat,N,TIGER SHARK 4.3 M [14'],28.0
1959-01-01,1959.0,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Enuk Island, Kavieng",Surfing,M,"FATAL, abdomen & leg bitten",Y,UNKNOW,28.0
1957-07-09,1957.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving for trochus,M,Right hand and arm bitten,N,9' SHARK,36.0
1957-04-28,1957.0,Unprovoked,USA,California,"Atascadero Beach, Morro Bay, San Luis Obispo County",Swimming,M,"FATAL, seen with arm in mouth of shark. Body not recovered.",Y,WHITE SHARK,25.0
1957-01-01,1957.0,Unprovoked,IRAN,Karun River,Hesamabad,Surfing,M,Survived,N,BULL SHARK,28.0
1956-08-15,1956.0,Unprovoked,USA,Puerto Rico,North coast,Skin diving,M,FATAL,Y,UNKNOW,13.0
1956-03-04,1956.0,Unprovoked,AUSTRALIA,Victoria,"Portsea Beach, near entrance to Port Phillip Bay","Swimming, attacked at  surf carnival",M,FATAL,Y,3.7 M [12'] SHARK & MAY HAVE BEEN ANOTHER SHARK NEARBY,26.0
1955-01-01,1955.0,Provoked,CUBA,Havana Province,Cojimar,Fishing,M,Forearm slashed wrist to elbow by hooked shark he was trying to club to death  PROVOKED INCIDENT,N,A LITTLE SHARK,28.0
1953-07-01,1953.0,Unprovoked,PANAMA,Gulf of Panama,60 miles offshore,Retrieving bait box that had fallen overboard,M,Hand severely bitten,N,UNKNOW,19.0
1952-08-04,1952.0,Provoked,ITALY,Genoa  Province,Riva Trigoso,Fishing,M,Bitten by hooked shark                      PROVOKED INCIDENT,N,200-LB SHARK,17.0
1950-12-16,1950.0,Unprovoked,AUSTRALIA,Queensland,"Palm Beach North, 5 miles north of Burleigh Heads, Brisbane",Treading water,M,"FATAL, lower abdomen severely bitten & his left leg was severed",Y,UNKNOW,20.0
1950-11-12,1950.0,Watercraft,AUSTRALIA,Queensland,Yeppoon,Paddling a canoe,M,"No injury to occupants, shark holed canoet",N,10' SHARK,18.0
1948-12-14,1948.0,Unprovoked,CUBA,Guantanamo Province,10 miles off Cape Maisi,"2 messboys (Jeppsen) & Tony Latona (13) were playing on the afterdeck of the Danish ship Grete Maersk. Jeppsen fell overboard, Latona threw a lifebelt then jumped in to help him. Ship didn’t notice they were missing",M,"2 hours later shark bit Jeppsen’s feet, arm, knee & finally killed him. Tony, clothing torn but alive, washed ashore on Cuban coast",N,UNKNOW,14.0
1948-03-01,1948.0,Provoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Punam Passage, Rataman census div, Namatanai",Spearfishing,M,Leg bitten by shark that he had speared  PROVOKED INCIDENT,N,GREY SHARK,30.0
1941-01-01,1941.0,Unprovoked,PAPUA NEW GUINEA,Unknow,"Gaire Village, between Rigo & Port Moresby",Surfing,M,"Foot severely bitten, surgically amputated",N,UNKNOW,14.0
1940-01-01,1940.0,Unprovoked,AUSTRALIA,Queensland,"Malagil, Barrier Reef",Diving for trochus,M,Thigh  lacerated,N,UNKNOW,28.0
1937-11-11,1937.0,Unprovoked,AUSTRALIA,Torres Strait,Ota Reef,Diving for trochus,M,FATAL,Y,12' SHARK,17.0
1937-02-13,1937.0,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Swimming,M,"FATAL, buttocks, ankle & right elbow bitten",Y,WHITE SHARK,32.0
1935-03-20,1935.0,Unprovoked,AUSTRALIA,Torres Strait,Three Mile Reef off Lizard Island 50 miles north of Cooktown,"Pearl diving, but standing in the water",M,Left thigh abraded & 3 fingers lacerated,N,TIGER SHARK 3 M  [10'],28.0
1935-01-24,1935.0,Watercraft,AUSTRALIA,Queensland,"Ross River, Townsville",Fishing for sharks,M,No injury to occupants,N,2 SHARKS,28.0
1934-08-26,1934.0,Unprovoked,AUSTRALIA,Queensland,Off Eva Island 20 miles from Cardwell,Dived into sea from launch & bitten immediately,M,"FATAL, body was not recovered",Y,UNKNOW,28.0
1932-10-11,1932.0,Unprovoked,CAPE VERDE,Barlavento Islands,São Vicente,Swimming,M,FATAL,Y,UNKNOW,27.0
1932-08-06,1932.0,Provoked,BAHAMAS,New Providence District,"Nassau, New Providence Island",On expedition filming a feature movie & standing on tripod,M,"No injury, hooked shark rammed tripod PROVOKED INCIDENT",N,UNKNOW,18.0
1932-01-11,1932.0,Watercraft,AUSTRALIA,Victoria,Frankston,Fishing,M,No details,UNKNOWN,GREY NURSE SHARK,28.0
1929-12-09,1929.0,Unprovoked,Unknow,Unknow,Unknow,Surfing,M,FATAL,Y,UNKNOW,20.0
1929-02-09,1929.0,Watercraft,AUSTRALIA,Western Australia,Glenelg,Canoeing,M,"No injury, shark pushed canoe from jetty to a point 100 m away",N,"BLUE POINTER, 12'",28.0
1929-01-01,1929.0,Unprovoked,AUSTRALIA,New South Wales,"Garden Island, Sydney",Surfing,M,Hand lacerated,N,UNKNOW,28.0
1928-11-12,1928.0,Sea Disaster,USA,Virginia,"200 miles off Hampton Roads, Virginia, USA","Sea Disaster, sinking of the  SS Vestris",M,FATAL,Y,UNKNOW,28.0
1928-07-11,1928.0,Unprovoked,AUSTRALIA,Unknow,Unknow,Pearl diving,M,Injuries to chest,N,UNKNOW,28.0
1927-02-09,1927.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Attempting to rescue drowning man,M,"No injury, but trouser leg shredded by shark",N,UNKNOW,28.0
1927-01-01,1927.0,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Pearl diving,M,Shoulder bitten,N,UNKNOW,28.0
1926-03-17,1926.0,Unprovoked,AUSTRALIA,South Australia,"West Beach, Brighton",Swimming,F,FATAL,Y,"WHITE SHARK, 3.7 M [12']",28.0
1925-01-01,1925.0,Unprovoked,FIJI,Viti Levu Island,"Suva Harbor, Suva",Diving for coins tossed from passenger ship,M,"Both arms bitten, surgically amputated",N,UNKNOW,28.0
1922-05-24,1922.0,Unprovoked,JAMAICA,Westmoreland Parish,Savanna-la-Mar,Swimming,M,"FATAL, arm severed, thigh severely bitten",Y,6' SHARK,19.0
1922-03-20,1922.0,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor,Fishing,M,Survived,N,UNKNOW,28.0
1921-11-27,1921.0,Unprovoked,AUSTRALIA,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River",Fell from his father's back into the water,M,"FATAL, disappeared, body not recovered",Y,UNKNOW,8.0
1920-06-27,1920.0,Provoked,CANADA,Halifax,"Slaunwhite's Ledge, Hubbard Cove",Harpooned shark,M,"No injury to occupants, but shark struck boat with such force that Chandler was flung overboard. PROVOKED INCIDENT",N,15',28.0
1920-01-15,1920.0,Unprovoked,AUSTRALIA,New South Wales,"Throsby Creek, Newcastle",Swimming,M,Leg bitten. FATAL,Y,UNKNOW,12.0
1917-07-15,1917.0,Sea Disaster,IRELAND,Off Ireland,82 miles from Fastnet,Ship Mariston torpedoed & sunk,M,"FATAL, only 1 survivor",Y,UNKNOW,28.0
1916-08-24,1916.0,Unprovoked,USA,Louisiana,"off Grand Lake, Cameron Parish",Shrimping,M,Left calf severely bitten & became septic but he survived,N,UNKNOW,28.0
1916-04-03,1916.0,Unprovoked,AUSTRALIA,Victoria,Carrum,Clinging to overturned rowing boat,M,FATAL,Y,UNKNOW,17.0
1912-08-30,1912.0,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Swimming,M,FATAL,Y,UNKNOW,12.0
1909-09-04,1909.0,Provoked,USA,Delaware,"Lewes, Sussex County",Seine netting,M,Abrasion to leg from netted shark PROVOKED INCIDENT,N,5' SHARK,28.0
1907-09-11,1907.0,Unprovoked,CROATIA,"Split-Dalmatia Count,","Sucurja, Hvar Island,",Swimming,F,FATAL,Y,UNKNOW,28.0
1907-04-20,1907.0,Unprovoked,MEXICO,Oaxaca,Salina Cruz,Bathing,M,"3 fingers & thigh lacerated, foot crushed",N,UNKNOW,28.0
1905-08-24,1905.0,Invalid,EGYPT,Suez Canal,Port Said,Human head found in shark caught by British steamer Syria,M,Probable drowning & scavenging.,UNKNOWN,"TIGER SHARK, 3.9 M",28.0
1900-08-21,1900.0,Unprovoked,USA,North Carolina,"Southport, Brunswick County",Bathing,M,Left hand lacerated,N,UNKNOW,28.0
1897-03-15,1897.0,Unprovoked,USA,Massachusetts,30 miles south of Lynn,Fishing,M,FATAL,Y,UNKNOW,28.0
1895-01-01,1895.0,Watercraft,AUSTRALIA,Western Australia,"Dampier's Creek, Broome",Surfing,M,No injury to occupants of boat,N,UNKNOW,28.0
1892-06-20,1892.0,Unprovoked,CUBA,Havana Province,Havana Harbor,Riding a horse,M,FATAL,Y,UNKNOW,28.0
1891-09-14,1891.0,Sea Disaster,KIRIBATI,Line Islands,Flint Island,"Sea Disaster, canoes capsized in storm",M,"FATAL. Of 38 people in the water, 8 were killed by sharks & 1 man's leg was severed",Y,UNKNOW,28.0
1890-01-01,1890.0,Unprovoked,INDIA,Tamil Nadu,Tuticorin,Diving,M,No details,UNKNOWN,UNKNOW,28.0
1886-01-28,1886.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth",Diving off jetty,M,"Chest & buttocks bitten, left leg severed at knee",N,UNKNOW,28.0
1884-04-28,1884.0,Unprovoked,BRAZIL,Unknow,Bahia,Fell overboard from the steamship Chala,M,FATAL,Y,UNKNOW,28.0
1880-05-14,1880.0,Unprovoked,INDIA,West Bengal,Hoogly River,Bathing in river,F,"Hands, forearm & left thigh lacerated, radial artery severed",N,UNKNOW,60.0
1879-03-19,1879.0,Unprovoked,NEW ZEALAND,North Island,Napier,Standing,M,FATAL,Y,UNKNOW,19.0
1871-05-22,1871.0,Unprovoked,SRI LANKA,Eastern Province,Trincomalee,Bathing,M,Severe laceration to thigh,N,UNKNOW,28.0
1868-01-04,1868.0,Sea Disaster,AUSTRALIA,South Australia,Belfast (now Port Fairy),Fishing,M,"No injury to occupants, shark's teeth embedded in keel",N,UNKNOW,28.0
1863-12-14,1863.0,Unprovoked,GUINEA,Conakry Region,Ile de Loss,"Bathing near whaling ship (bark A. R. Tucker of New Bedford, Massachusetts)",M,FATAL Most of leg torn away . . .  Buried on Island of DeLoss on the west coast of Africa,Y,UNKNOW,18.0
1863-07-09,1863.0,Provoked,USA,Hawaii,Palama,Fishing,M,Hand severed by noosed shark PROVOKED INCIDENT,N,UNKNOW,28.0
1857-05-05,1857.0,Unprovoked,USA,Florida,"Cape Sable, Monroe County",Swimming,M,FATAL,Y,UNKNOW,28.0
1847-07-03,1847.0,Unprovoked,USA,Hawaii,Unknow,Hilo,M,Head & arm bitten,N,UNKNOW,28.0
1832-01-23,1832.0,Unprovoked,AUSTRALIA,New South Wales,Sydney,Bathing,M,Laceration to leg,N,UNKNOW,28.0
1829-07-03,1829.0,Unprovoked,SIERRA LEONE,Western Area,Unknow,Surfing,M,Both hands severed,N,UNKNOW,28.0
1811-03-01,1811.0,Unprovoked,Unknow,Unknow,Unknow,Fell overboard,M,FATAL,Y,UNKNOW,28.0
1800-01-01,1800.0,Unprovoked,SEYCHELLES,St. Anne,Unknow,a corsair's boat was overturned,F,"FATAL, all onboard were killed by sharks",Y,UNKNOW,28.0
1791-01-01,1791.0,Unprovoked,AUSTRALIA,New South Wales,Port Jackson,Surfing,F,"FATAL, bitten in two",Y,UNKNOW,28.0
1767-01-01,1767.0,Invalid,FRANCE,Côte d'Azur,St. Tropez,Bathing,M,Lacerations to arm & leg,UNKNOWN,DESCRIPTION OF SHARK DOES NOT RING TRUE,28.0
2023-07-29,2023.0,Unprovoked,USA,Florida,Tampa Bay,Swimming,F,Superficial injuries to abomen and thighs,N,UNKNOW,26.0
2023-04-22,2023.0,Unprovoked,AUSTRALIA,Western Australia,Lucy's Beach,Surfing,M,Bite to right arm,N,"BRONZE WHALER SHARK, 1.5 M",30.0
2023-03-02,2023.0,Unprovoked,SEYCHELLES,Praslin Island,Unknow,Snorkeling,M,Left foot bitten,UNKNOWN,LEMON SHARK,6.0
2023-02-18,2023.0,Questionable,ARGENTINA,Patagonia,Chubut Province,Surfing,M,Death by misadventure,UNKNOWN,UNKNOW,32.0
2022-07-28,2022.0,Unprovoked,ENGLAND,Cornwall,Penzance,Snorkeling,F,Minor injury to leg,N,BLUE SHARK,28.0
2022-03-09,2022.0,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Fishing,M,M inor injuries to knee and calf of left leg                            PROVOKED INCIDENT,N,"BLACKTIP SHARK, 5' TO 6'",21.0
2021-12-06,2021.0,Unprovoked,AUSTRALIA,Victoria,Ocean Grove  Beach,Swimming,M,Lacerations to back,N,UNKNOW,15.0
2021-01-22,2021.0,Unprovoked,USA,Hawaii,Maui,Snorkeling,M,Puncture wounds to left calf,N,8 SHARK,73.0
2021-01-02,2021.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,1.5 cut to ankle,N,UNKNOW,17.0
2020-10-30,2020.0,Unprovoked,BAHAMAS,Grand Bahama Island,East End Point,Spearfishing,M,Hand/wrist bitten,N,REEF SHARK,28.0
2020-09-16,2020.0,Unprovoked,AUSTRALIA,New South Wales,Cabarita Beach,Foil-boarding,M,"No injury, board bitten",N,WHITE SHARK,28.0
2020-09-16,2020.0,Unknow,USA,Florida,"Daytona Beach Shores, Volusia County",Swimming,M,Minor cuts and punctures to left foot,N,SHARK INVOLVEMENT NOT CONFIRMED,48.0
2020-06-07,2020.0,Unprovoked,AUSTRALIA,New South Wales,Salt Beach near Kingscliff,Surfing,M,FATAL,Y,"WHITE SHARK, 3.5 M",60.0
2020-05-31,2020.0,Unprovoked,BAHAMAS,Abaco Islands,NoName Cay,Spearfishing,M,Lacerations to left hand,N,"BULL SHARK, 8'",28.0
2019-10-21,2019.0,Unprovoked,FRENCH POLYNESIA,Moorea,Opunohu Bay,Snorkeling,F,Severe injuries to arms and chest,UNKNOWN,OCEANIC WHITETIP SHARK,35.0
2019-08-04,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,Minor injuries to right foot,N,UNKNOW,51.0
2019-07-10,2019.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",Surfing,M,Leg injured,N,"WHITE SHARK, JUVENILE",20.0
2019-03-12,2019.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Boogie boarding,M,Lacerations to right foot,N,SPINNER SHARK,11.0
2019-01-30,2019.0,Unprovoked,REUNION ISLAND,Unknow,Sainte-Rose at the mouth of Riviere de l'Est,Fishing,M,FATAL,Y,UNKNOW,41.0
2018-07-18,2018.0,Unprovoked,USA,New York,"Sailors Haven, Fire Island, Suffolk County",Wading,F,Lacerations to lower leg,N,SANDTIGER SHARK,12.0
2018-07-02,2018.0,Unprovoked,USA,South Carolina,Myrtle Beach,Boogie boarding,F,"Minor injury, puncture marks to left lower leg",N,UNKNOW,11.0
2018-06-09,2018.0,Invalid,USA,Hawaii,"Habush, Oahu",Surfing,M,Injury to left lower leg from surfboard skeg,N,UNKNOW,48.0
2018-06-04,2018.0,Provoked,MEXICO,Colima,La Ticla,Free diving,M,Lacerations to leg & hand PROVOKED INCIDENT,N,"TIGER SHARK, 3M",28.0
2018-06-03,2018.0,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",Swimming,M,FATAL,Y,TIGER SHARK,18.0
2018-05-12,2018.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,M,"Minor injury, marks on board",N,UNKNOW,28.0
2017-11-30,2017.0,Unprovoked,COSTA RICA,Cocos Island,Manuelita,Scuba Diving,M,Serious injury to leg,N,"TIGER SHARK, FEMALE",26.0
2017-10-26,2017.0,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Stand-Up Paddleboarding,M,No injury but shark bit SUP,N,UNKNOW,28.0
2017-07-26,2017.0,Unprovoked,BAHAMAS,40 miles off Grand Bahama Island,Unknow,Spearfishing,M,Severe lacerations to left hand,N,UNKNOW,28.0
2017-05-27,2017.0,Invalid,AUSTRALIA,New South Wales,Evans Head,Fishing,M,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,N,UNKNOW,73.0
2017-01-09,2017.0,Unprovoked,INDONESIA,Bali,Balian Beach,Surfing,M,Injury to right wrist & forearm,N,"BULL SHARK, 1 M",48.0
2016-10-24,2016.0,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,Surfing,M,Lacerations to left thigh,N,UNKNOW,36.0
2016-09-17,2016.0,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,"No injury, board bitten",N,UNKNOW,43.0
2016-05-22,2016.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Swimming,F,Puncture wounds to thigh,N,UNKNOW,57.0
2015-12-26,2015.0,Watercraft,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Fishing,M,"No injury, kayak damaged",N,"WHITE SHARK, 3 M",28.0
2015-07-26,2015.0,Invalid,USA,South Carolina,"Edisto Beach, Colleton County",Floating,F,"2' cut to dorsum of foot, 2 puncture wounds to sole",UNKNOWN,"THOUGHT TO INVOLVE A 3' TO 4' SHARK, BUT SHARK INVOLVEMENT NOT CONFIRMED",35.0
2015-05-03,2015.0,Unprovoked,AUSTRALIA,New South Wales,Saltwater Beach,Surfing,M,Injuries to left arm & right hand,N,WHITE SHARK,28.0
2015-01-23,2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon Beach,Floating,M,Foot bitten,N,UNKNOW,24.0
2015-01-03,2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,Surfing,M,"Lacerations to lower left leg, puncture wounds to sole of left foot",N,"RAGGEDTOOTH SHARK, 1.3 M",15.0
2014-08-09,2014.0,Unprovoked,BAHAMAS,Unknow,Unknow,Spearfishing,M,Puncture wounds to right foot and ankle,N,"BULL SHARK, 9' TO 10'",28.0
2014-06-09,2014.0,Unprovoked,BRAZIL,Unknow,500 km off the coast of Pernambuco,Fishing,M,Severe injury to arm,N,UNKNOW,43.0
2014-03-18,2014.0,Invalid,AUSTRALIA,New South Wales,Lennox Head,Surfing,F,"Injuries to wrist/hand by a mackerel, not a shark",UNKNOWN,NO SHARK INVOLVEMENT,10.0
2014-01-01,2014.0,Watercraft,NEW ZEALAND,Unknow,Stewart Island,Filming a documentary,M,"No injury to occupants, shark nudged and bit boat",N,"WHITE SHARK, 6 M",28.0
2013-07-19,2013.0,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Walking in surf,F,Lacerations and abrasions to foot and ankle,N,UNKNOW,50.0
2013-06-06,2013.0,Provoked,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing for sharks,M,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,N,"LEMON SHARK, 4'",58.0
2012-07-06,2012.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Sandstrand, Jongensfontein",Surfing,M,Lacerattions to left thigh & knee,N,15' SHARK,29.0
2012-01-27,2012.0,Unprovoked,USA,Hawaii,Lanai,Snorkeling,M,"No injury, shark bit swim fin",N,6' TO 8' SHARK,28.0
2011-08-16,2011.0,Unprovoked,FRENCH POLYNESIA,Society Islands,"Teahupoo, Tahiti",Surfing,M,"No injury, board bitten",N,GREY REEF SHARK,32.0
2011-06-06,2011.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,Puncture wound to calf,N,3' TO 4' SHARK,19.0
2011-05-30,2011.0,Unprovoked,USA,Texas,"Follett's Island, Brazoria County",Standing or boogie boardin,F,Lacerations & punctures to right thigh,N,UNKNOW,22.0
2011-04-13,2011.0,Unprovoked,INDONESIA,Bali,Balian,Surfing,M,Lacerations to forearm,N,"BULL SHARK, 2.5 M",28.0
2010-12-17,2010.0,Unprovoked,FIJI,Vitu Levu,Sigatoka,Surfing,M,Lacerations to  foot,N,UNKNOW,28.0
2010-10-28,2010.0,Unprovoked,USA,Oregon,Florence,Surfing,M,No injury to surfer,N,UNKNOW,28.0
2010-09-02,2010.0,Unprovoked,SOLOMON ISLANDS,Western Province,Unknow,Surfing,M,Lacerations to face and neck,N,UNKNOW,34.0
2010-08-29,2010.0,Invalid,BAHAMAS,Exuma Islands,"Off Jaws Beach, New Providence Island",Swimming after boat became disabled,M,"His partial remains were recovered from a 12' tiger shark on September 5, 2010. Cause of death was thought to be drowning",UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,43.0
2010-05-30,2010.0,Provoked,USA,Florida,Off Tarpon Springs,Fishing,M,Laceration to left calf by hooked shark PROVOKED INCIDENT,N,"LEMON SHARK, 4'",49.0
2010-04-13,2010.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",Surfing,M,Both feet bitten,N,2 M SHARK,35.0
2010-03-27,2010.0,Unprovoked,REUNION,Saint-Benoit,Bittern,Surfing,M,"No injury, board bitten",N,1.5 M SHARK,34.0
2009-11-11,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Foot bitten,N,4' SHARK,18.0
2009-03-01,2009.0,Unprovoked,AUSTRALIA,New South Wales,Avalon,Surfing,M,Lacerations to leg,N,2.6 M SHARK,15.0
2008-09-01,2008.0,Unprovoked,USA,Florida,Hutchinson Island,Surfing,M,Right hand bitten,N,UNKNOW,28.0
2007-09-16,2007.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,F,"No injury, surfboard bitten",N,9.5' SHARK?,28.0
2007-08-22,2007.0,Provoked,USA,North Carolina,North Carolina Aquarium at Fort Fisher,Diving,M,Minor injury from captive shark PROVOKED INCIDENT,N,SAND SHARK,28.0
2007-07-18,2007.0,Provoked,NORWAY,Oslo Fjord,Sjøstrand,Scuba diving,M,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,N,"3' SMALL SPOTTED CATSHARK, SCYLIORHINUS CANICULA",48.0
2007-07-04,2007.0,Unprovoked,REUNION,Unknow,Boucan Canot,Body boarding,M,Minor injuries to thigh & knee,N,2 M SHARK,17.0
2007-04-09,2007.0,Unprovoked,NEW CALEDONIA,South Province,Dumbéa,Surfing,M,Left foot bitten,N,TIGER SHARK,26.0
2006-09-29,2006.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Big toe bitten,N,UNKNOW,19.0
2006-09-14,2006.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach",Swimming,M,Minor injury to left hand,N,SPINNER SHARK,55.0
2006-09-04,2006.0,Invalid,AUSTRALIA,Queensland,Great Barrier Reef,Diving,M,"Killed by a stingray, not a shark - a tragedy for his family and marine wildlife",UNKNOWN,NO SHARK INVOLVEMENT,44.0
2006-07-29,2006.0,Invalid,USA,California,"Broad Beach, Malibu, Los Angeles County",Boogie Boarding,M,"Bruises, laceration to head, spinal cord injury & neck broken at C5/C6",N,"THOUGHT TO INVOLVE A MAKO SHARK, BUT POSSIBLY A SEA LION",28.0
2006-06-27,2006.0,Unprovoked,USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,F,Right calf bitten,N,UNKNOW,9.0
2006-03-22,2006.0,Invalid,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,M,"FATAL, but shark involvement prior to death unconfirmed",UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,17.0
2006-02-01,2006.0,Watercraft,USA,Hawaii,"Off Pu'u Ola'l, Makena, Maui",Kayaking,M,No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,N,12' TO 18' SHARK,57.0
2005-10-19,2005.0,Unprovoked,USA,California,"Salmon Beach, Sonoma County",Surfing,F,Leg bitten,N,18' WHITE SHARK,20.0
2005-05-03,2005.0,Unprovoked,MADAGASCAR,Unknow,Unknow,Fishing,M,Thigh bitten,N,2.5 M SHARK,28.0
2005-04-07,2005.0,Unprovoked,USA,Texas,"Isla Blanca Park, South Padre Island, Cameron County",Surfing,M,Left foot bitten,N,UNKNOW,37.0
2005-01-14,2005.0,Provoked,AUSTRALIA,Victoria,Blairgowrie,Attempting to drive shark away from sailing regatta,M,"No injury to occupants, one of the boat's flotation tanks holed PROVOKED INCIDENT",N,"BRONZE WHALER SHARK, 2 M TO 3 M [6.75' TO 10']",28.0
